,input_text,target_text
1208,"Mesmo sem nenhum vôo com participação brasileira previsto, ele atua em projetos espaciais, dividindo-se entre os treinamentos da Nasa e o Instituto de Aeronáutica e Espaço, em São José dos Campos. ",Não há nenhum vôo com participação brasileira previsto. 
2991,"Segunda-feira, dia 23 de julho, a vice diretora Emília (nome fictício, alterado a pedido da entrevistada) cansou de fingir que nada havia acontecido. ","Na segunda-feira, dia 23 de julho, a vice-diretora Emília cansou de fingir que nada havia acontecido. "
3876,"A informação foi, naturalmente, primeiro dada aos astronautas. ",A informação foi dada primeiro aos astronautas. 
2615,O avanço em matemática teve como contrapartida um forte declínio no desempenho em leitura. ,A melhora em matemática correspondeu a uma forte queda no desempenho em leitura. 
1845,"O banco central chinês aumentou recentemente o depósito compulsório à vista dos bancos, retirando dinheiro de circulação para evitar especulação com ações, uma das principais formas de investimento no país. ",O banco central chinês aumentou há pouco tempo o depósito à vista obrigatório para os bancos. 
848,"Segundo o rabino, pratos tradicionais como o bolo de mel e a maçã mergulhada no mel têm a Missão de preparar as pessoas para as fases amargas do ano. ",Najmanovich diz que pratos tradicionais têm a Missão de preparar as pessoas para as fases amargas do ano. 
177,"Esse tipo de cenário, conforme servidores da Casa, pode abrir brechas para a ocorrência de irregularidades, como a que produziu a fraude dos selos e deixou um rombo de pelo menos R$ 3,3 milhões ao parlamento. ",Os servidores da Assembléia Legislativa dizem que essa situação pode abrir brechas para irregularidades. 
1339,"Mesmo ressalvando que ninguém torce para que a cotação do dólar decole, Tigre lembra a máxima que toda crise embute efeitos favoráveis para alguns setores. ",Tigre diz que ninguém torce para o dólar aumentar muito. 
3421,"Mesmo sem confirmar o relato histórico feito por um cronista árabe, no ano de 996, de que navios vikings teriam afundado a caminho de atacar a cidade de Silves, os arqueólogos puderam encontrar um tesouro de outro tipo: ","Mesmo sem confirmar a história de um escritor árabe, no ano de 996, de que navios vikings teriam afundado a caminho de atacar a cidade de Silves, os arqueólogos puderam encontrar um tesouro de outro tipo: "
3756,"Eles, por sua vez, iniciam uma cascata de reações bioquímicas que acaba conduzindo à morte dos neurônios. ","Eles, por sua vez, iniciam uma seqüência de reações bioquímicas que acaba conduzindo à morte das células nervosas. "
3974,"Trata-se do mais antigo mamífero sul-americano do Paleoceno, o período geológico que marca o começo do ""reinado"" de seu grupo no planeta, logo depois da extinção dos dinossauros, há 65 milhões de anos. ","Trata-se do mais antigo mamífero sul-americano do Paleoceno, período do estudo da Terra que marca o começo do domínio de seu grupo no planeta, em seguida à extinção dos dinossauros. "
750,"Em apenas um sábado, chegou a juntar R$ 500 com a venda de santinhos, terços e imagens do santo brasileiro. ",Tereza chegou a juntar R$ 500 em apenas um sábado. 
3608,"O material vai desde os notórios pandas e condores até os menos conhecidos bantengs, parentes asiáticos raros do gado comum, que estão à beira do esquecimento. ","O material vai desde os famosos pandas e condores até os menos conhecidos bantengs, parentes asiáticos do gado comum, que estão à beira do esquecimento. "
1649,"O supervisor de praças e parques do órgão e secretário em exercício, Luiz Alberto Carvalho Júnior, afirma que não há registros de picadas em usuários na área verde. ",Luiz Alberto Carvalho Júnior afirma que não há registros de picadas em usuários da área verde. 
1593,O Dia Mundial sem Carros tem atividade oficial marcada para Porto Alegre. ,O Dia Mundial sem Carros tem evento oficial marcado em Porto Alegre. 
346,"Hoje, às 9h, os portugueses conhecerão os centros de treinamento de Eldorado do Sul e do Cristal. ","Hoje, às 9h, os portugueses conhecerão os centros de treinamento de Eldorado do Sul e do Cristal. "
1653,"Apesar disso, a secretaria não pretende indicar, por meio de placas, a localização dos enxames, sob a justificativa de que seriam destruídos. ",Mas a secretaria não pretende colocar placas indicando o local das colméias. 
1166,"-- Aquilo que aconteceu aqui não foi manifestação, foi crime e para isso tem de haver punição -- afirmou. ",-- O acontecimento não foi manifestação. 
2014,Testemunhas contrariam esta versão. ,Testemunhas discordam desta versão. 
4020,"Em testes in vitro, elas foram eficientes contra o câncer de mama, por exemplo, afirma Jonas Perales, do Laboratório de Toxinologia, que coordena os estudos"".","Jonas perales, do Laboratório de Toxinologia, que comanda os estudos, afirma: "
1222,"Em Giruá, no noroeste do Estado, não se fala em outro assunto. ","Em Giruá, não se fala em outro assunto. "
3953,"Como os fungos ajudam a reciclar nutrientes, têm um importante papel na manutenção da saúde dos ecossistemas, outra razão para usá-los como indicadores. ","Como os fungos ajudam a reciclar substâncias nutritivas, têm um importante papel na conservação da saúde dos ecossistemas, outra razão para usá-los como indicadores. "
3995,"Os paleoantropólogos, porém, reuniram uma série de indícios no mínimo intrigantes, que podem começar a corroborar a idéia. ","Mas os paleoantropólogos reuniram uma série de sinais no mínimo curiosos, que podem começar a confirmar a idéia. "
3521,"As duas atividades estressantes tinham características diferentes, uma passiva e outra ativa. ","As duas atividades que causavam estresse tinham características diferentes, uma não envolvia ação e outra envolvia ação. "
2516,"A votação sobre a inconstitucionalidade de um artigo de uma lei municipal de Içara atraiu ontem para o Tribunal de Justiça, em Florianópolis, cerca de 600 mineradores e 50 habitantes das comunidades de Santa Cruz, Espigão e Esplanada, de Içara, mas foi adiada para fevereiro do ano que vem. ","A votação sobre a inconstitucionalidade de um artigo de uma lei municipal de Içara atraiu ontem para o Tribunal de Justiça, em Florianópolis, cerca de 600 mineradores e 50 habitantes das comunidades de Santa Cruz, Espigão e Esplanada, mas foi adiada para fevereiro do ano que vem. "
1646,Ataques são raridade. ,Ataques são raros. 
1747,"Em uma atitude de claro desafio ao Ocidente, o presidente do Irã, Mahmoud Ahmadinejad, disse ontem considerar improvável que o Conselho de Segurança da Organização das Nações Unidas (ONU) imponha sanções ao país devido a seu programa nuclear. ",O presidente do Irã é Mahmoud Ahmadinejad. 
1415,"Para colorir a atividade, foram produzidas dezenas de coletes amarelos, distribuídos aos participantes, onde se lêem os dizeres ""Amigos do Marco Antônio e da Natureza"". ","Os participantes receberam coletes amarelos com os dizeres ""Amigos do Marco Antônio e da Natureza"". "
2050,O referendo ocorre em meio a uma grande descrença da população da Venezuela nas instituições e nos partidos políticos. ,O referendo ocorre em meio a uma grande desconfiança da população da Venezuela nas instituições e nos partidos políticos. 
2532,"Matos afirma que a aprovação da inconstitucionalidade não só impede a construção da nova mina, mas prejudica todo o setor carbonífero no Sul do Estado. ","Matos afirma que a aprovação da inconstitucionalidade não só impede a construção da nova mina, como prejudica todo o setor de carvão no sul do Estado. "
3143,"Após o anúncio do sequenciamento do genoma, na semana passada, a França resiste como único país da União Européia a não permitir patenteamento de genes. ",O anúncio do sequenciamento do genoma foi feito na semana passada. 
1617,"Denin foi amarrado numa árvore próxima à da colméia, e em menos de um minuto estava coberto por abelhas de uma espécie miscigenada. ",Amarraram Denin numa árvore próxima à colméia. 
2372,"-- A gente chega, entrega a santinha, reza e coloca a conversa em dia. ","-- A gente chega, entrega a santinha, reza e coloca a conversa em dia. "
920,"Afinal, a chance de enfrentar a reprovação de alguém é menor. ","Afinal, a chance de enfrentar a censura de alguém é menor. "
2659,"Por volta das 16h30 min, a calefação volta a ser ligada. ","Por volta das 16h30 min, o aquecimento volta a ser ligado. "
3216,"Outra importante descoberta é que, na cadeia evolutiva dos dinossauros, o Santanaraptor ocuparia uma posição no grupo Tyrannoraptora, o mesmo do Tyrannossaurus rex, que habitou os EUA no final da era dos dinos. ","Outra importante descoberta é que, na cadeia de evolução dos dinossauros, o Santanaraptor ocuparia uma posição no grupo Tyrannoraptora, o mesmo do Tyrannosaurus rex, que habitou os EUA no final da era dos dinossauros. "
824,"Segundo o meteorologista Fernando Nunes, da Central de Meteorologia, a chuva ganhou fôlego no final de semana porque a frente fria não consegue avançar para outras regiões do país, impedida por uma massa de ar seco sobre Santa Catarina. ","O meteorologista Fernando Nunes diz que a chuva aumentou no final de semana, porque a frente fria não conseguiu avançar para outras regiões do país. "
1813,"Eleito senador por Alagoas em 1º de outubro com mais de 550 mil votos, Fernando Collor (PRTB) requereu no dia 18 de outubro as regalias a que tem direito por ter ocupado a Presidência. ",Fernando Collor foi eleito senador por Alagoas em 1º de outubro com mais de 550 mil votos. 
1442,"O menino olhava para os que estavam à sua volta e mostrava as plantas no chão, arrancando olhares encantados mesmo de quem acabou de conhecê-lo. ",O menino olhava para os que estavam à sua volta. 
2499,"Em reunião da Mesa Diretora ontem, senadores argumentaram que o ideal seria acabar com a verba indenizatória de R$ 15 mil mensais que todos os parlamentares recebem e equiparar os salários, fixados atualmente em R$ 16,6 mil, aos R$ 24,5 mil dos ministros do Supremo Tribunal Federal (STF), que é o teto do funcionalismo público. ","Em reunião da Mesa Diretora ontem, senadores disseram que o ideal seria acabar com a verba indenizatória de R$ 15 mil mensais que todos os senadores recebem e igualar os salários, fixados hoje em R$ 16,6 mil, aos R$ 24,5 mil dos ministros do STF. "
3417,"Eles encontraram uma quilha (a espinha dorsal de uma embarcação) com quase quatro metros de comprimento e a ponta de uma caverna, peça encaixada transversalmente à quilha que forma o esqueleto do navio. ",Eles encontraram uma quilha com quase quatro metros de comprimento. 
2409,"Aproveitou as chances criadas durante o tempo em que esteve em campo e marcou dois gols, o terceiro e o quarto da goleada da Seleção. ",Aproveitou as chances criadas durante o tempo em que esteve em campo. 
2452,"-- Foi essa a filosofia de fabricação de um avião adotada pela empresa e aceita pela autoridades aeronáuticas -- diz Hoffmann, lembrando que a Boeing, mesmo em seus modelos fly by wire, manteve um sistema que informa aos pilotos sobre o funcionamento da aeronave por meio do posicionamento físico dos manches e dos manetes. ","-- Foi essa filosofia de fabricação de um avião adotada pela empresa e aceita pelas autoridades da navegação aérea -- diz Hoffmann, lembrando que a Boeing, mesmo em seus modelos fly by wire, manteve um sistema que informa aos pilotos sobre o funcionamento da aeronave por meio do posicionamento físico dos manches e dos manetes. "
1141,"Ao final da noite, o secretário da conferência, Yvo de Boer, dando mostras de cansaço, afirmou que nenhum país quer sair de Bali com a marca indelével de ser o vilão da conferência. ","Ao final da noite, o secretário da conferência afirmou que nenhum país quer sair de Bali com a marca permanente de ser o personagem mau da conferência. "
